"","myAUC","avg_diff","power","avg_log2FC","pct.1","pct.2","cluster","gene"
"CALM1",0.745,0.365568689254793,0.49,0.759457930158419,1,0.759,"12","CALM1"
"NCBP2",0.745,0.403619369894678,0.49,0.926131316657615,0.949,0.703,"12","NCBP2"
"PRR11",0.744,0.368113280636918,0.488,2.83615295953748,0.569,0.083,"12","PRR11"
"ITGA2B2",0.744,0.351835864700555,0.488,1.22898843975871,0.711,0.218,"12","ITGA2B"
"PSMD71",0.744,0.385730685332168,0.488,0.838896990045952,0.99,0.743,"12","PSMD7"
"SSRP11",0.744,0.388462256061594,0.488,0.947219816251037,0.959,0.628,"12","SSRP1"
"LMNA1",0.744,0.349153476181759,0.488,1.25071376785281,0.731,0.233,"12","LMNA"
"XRCC61",0.743,0.368700998018186,0.486,0.729967932738903,0.995,0.832,"12","XRCC6"
"TFAM",0.743,0.416662180480329,0.486,1.12899427193425,0.898,0.556,"12","TFAM"
"ILF3",0.742,0.372311449666395,0.484,0.855589684038981,0.954,0.692,"12","ILF3"
"EIF3J1",0.742,0.376414148185038,0.484,0.734772358554064,1,0.813,"12","EIF3J"
"NME11",0.741,0.404409936212827,0.482,0.721526508699217,0.995,0.818,"12","NME1"
"ABCC42",0.741,0.398147456329743,0.482,1.42706038323657,0.756,0.282,"12","ABCC4"
"DEK1",0.741,0.386023633955201,0.482,0.733331823816114,0.99,0.815,"12","DEK"
"FADS1",0.74,0.389209340624302,0.48,0.998651955682637,0.914,0.592,"12","FADS1"
"TIMM10",0.74,0.416135192329305,0.48,1.16454142189407,0.868,0.519,"12","TIMM10"
"OSTC",0.74,0.340985739666753,0.48,0.655399461838592,1,0.876,"12","OSTC"
"LYAR",0.74,0.385413087717042,0.48,1.21318135937884,0.878,0.44,"12","LYAR"
"LSM31",0.74,0.354624532591835,0.48,0.714762149727378,0.995,0.811,"12","LSM3"
"MIF4",0.739,0.477377964881117,0.478,0.790520815420673,1,0.894,"12","MIF"
"MSMO1",0.739,0.435830992139821,0.478,1.26601997629759,0.843,0.46,"12","MSMO1"
"HPGDS4",0.739,0.52000222660819,0.478,1.23199361309466,0.817,0.368,"12","HPGDS"
"KIF15",0.739,0.347528886863764,0.478,3.02649004598542,0.548,0.081,"12","KIF15"
"UBA2",0.738,0.357244693429303,0.476,0.8916873634721,0.954,0.637,"12","UBA2"
"DCAF13",0.738,0.384537862766205,0.476,0.954206742189444,0.944,0.652,"12","DCAF13"
"SMC4",0.738,0.42182953599445,0.476,0.928288772941916,0.954,0.674,"12","SMC4"
"RCC1",0.738,0.340508359050535,0.476,1.33839267497213,0.782,0.344,"12","RCC1"
"LDHB4",0.737,0.313209123959322,0.474,0.489274622590127,1,0.976,"12","LDHB"
"EIF1AX1",0.737,0.395438500950335,0.474,0.739875284380803,1,0.848,"12","EIF1AX"
"CENPE",0.737,0.447642039007278,0.474,3.13184821420351,0.538,0.076,"12","CENPE"
"SNRPF",0.736,0.347774057094483,0.472,0.653106577778504,1,0.846,"12","SNRPF"
"CHD4",0.736,0.367895377332205,0.472,0.944089944656591,0.919,0.61,"12","CHD4"
"MARCKSL12",0.736,0.500507128143613,0.472,1.13322606760803,0.893,0.588,"12","MARCKSL1"
"TPSAB13",0.735,0.465606917950665,0.47,0.951787860439329,0.898,0.504,"12","TPSAB1"
"DCUN1D5",0.735,0.35523289134959,0.47,1.01581095890534,0.924,0.532,"12","DCUN1D5"
"UBE2V21",0.735,0.353798593520056,0.47,0.822106336021694,0.949,0.686,"12","UBE2V2"
"CENPH1",0.735,0.339655576034625,0.47,1.46793106753023,0.731,0.276,"12","CENPH"
"MZT1",0.734,0.391932449362587,0.468,1.14648690280541,0.858,0.497,"12","MZT1"
"RAP1B1",0.734,0.332791419412573,0.468,0.637989908261658,1,0.848,"12","RAP1B"
"ACTB2",0.734,0.268071510569821,0.468,0.395630288000937,1,0.996,"12","ACTB"
"AMD1",0.734,0.359376804339933,0.468,0.719088791961934,0.985,0.816,"12","AMD1"
"RBM8A1",0.734,0.345290934444905,0.468,0.650322913086063,0.985,0.861,"12","RBM8A"
"ELAVL1",0.733,0.346863574169655,0.466,0.899635156411982,0.939,0.606,"12","ELAVL1"
"UBE2N",0.733,0.354885424679458,0.466,0.722915387150677,0.995,0.8,"12","UBE2N"
"BUB1",0.733,0.409720253009045,0.466,3.11256101779529,0.533,0.088,"12","BUB1"
"NASP1",0.733,0.389579906978252,0.466,0.828612416133418,0.954,0.7,"12","NASP"
"SNRPB21",0.732,0.341203124242148,0.464,0.656334649709815,1,0.872,"12","SNRPB2"
"MRPS26",0.732,0.401131702810089,0.464,1.12078360911642,0.858,0.5,"12","MRPS26"
"PDCD10",0.732,0.35371782454107,0.464,0.847094163000074,0.98,0.674,"12","PDCD10"
"SRRM11",0.732,0.344586056477582,0.464,0.660896151301036,1,0.855,"12","SRRM1"
"FBXO72",0.731,0.400837178223118,0.462,0.978735442419998,0.939,0.624,"12","FBXO7"
"IGLL11",0.731,0.503210818635993,0.462,1.46643593182903,0.706,0.26,"12","IGLL1"
"SURF4",0.731,0.336035002351783,0.462,1.16677572120918,0.853,0.419,"12","SURF4"
"UQCRQ1",0.731,0.340719069996687,0.462,0.597931164353769,1,0.91,"12","UQCRQ"
"HMGCS1",0.731,0.445383238899316,0.462,1.22943385682029,0.838,0.459,"12","HMGCS1"
"DHX151",0.731,0.37932723596425,0.462,1.06200503991577,0.888,0.531,"12","DHX15"
"EBNA1BP2",0.731,0.402065793060057,0.462,0.998948242555626,0.944,0.592,"12","EBNA1BP2"
"GGCT1",0.73,0.388032914731629,0.46,0.894998028208404,0.959,0.657,"12","GGCT"
"SLBP1",0.73,0.355958164605087,0.46,0.862658776302928,0.939,0.623,"12","SLBP"
"DDX1",0.73,0.350636090712989,0.46,0.813742770882914,0.98,0.703,"12","DDX1"
"MINOS11",0.73,0.375301806225296,0.46,0.736182093091236,0.98,0.811,"12","MINOS1"
"IARS",0.729,0.374641727509499,0.458,1.1559814085205,0.848,0.475,"12","IARS"
"FAM83A",0.729,0.40822797954571,0.458,2.58690940166862,0.553,0.092,"12","FAM83A"
"EIF4E1",0.729,0.355627733666755,0.458,0.758485160046779,0.975,0.763,"12","EIF4E"
"KIF2C",0.729,0.383303195784592,0.458,3.37291390501403,0.513,0.071,"12","KIF2C"
"PSMA31",0.728,0.37012298751392,0.456,0.73285842072838,1,0.821,"12","PSMA3"
"EBP",0.728,0.375974831454245,0.456,0.947134026942894,0.929,0.592,"12","EBP"
"MT-ND6",0.727,0.363264726119395,0.454,1.31454792445828,0.782,0.336,"12","MT-ND6"
"UBB",0.727,0.263574292248937,0.454,0.4085080785111,1,0.988,"12","UBB"
"GCSH",0.727,0.39038884467792,0.454,0.931703562742199,0.944,0.631,"12","GCSH"
"TCEA11",0.727,0.323008836727302,0.454,0.667463644703176,0.985,0.815,"12","TCEA1"
"GNL3",0.727,0.369361984723629,0.454,0.825805463380229,0.954,0.704,"12","GNL3"
"PDIA6",0.727,0.377297790334862,0.454,0.712111317054014,0.99,0.836,"12","PDIA6"
"ATP5PB",0.727,0.357121557173435,0.454,0.69442743574152,0.985,0.847,"12","ATP5PB"
"C11orf581",0.726,0.292377388872126,0.452,0.531830006834737,1,0.92,"12","C11orf58"
"RBBP71",0.726,0.364528010203069,0.452,0.83351921621224,0.949,0.695,"12","RBBP7"
"FAM136A",0.726,0.384266720871097,0.452,1.09214040849516,0.853,0.511,"12","FAM136A"
"SMS1",0.725,0.329555678522323,0.45,0.770537340067185,0.964,0.69,"12","SMS"
"PPID",0.725,0.341170212521943,0.45,1.03441448006702,0.873,0.5,"12","PPID"
"TRA2B1",0.725,0.28742173883147,0.45,0.584475123639297,0.99,0.781,"12","TRA2B"
"SMARCB1",0.724,0.350678621051949,0.448,0.902056834645718,0.914,0.633,"12","SMARCB1"
"MRPS34",0.724,0.37566642057736,0.448,0.84949195832599,0.934,0.683,"12","MRPS34"
"MRPL23",0.724,0.324405448546077,0.448,0.774985691166401,0.954,0.68,"12","MRPL23"
"NUDC1",0.724,0.346136084296728,0.448,0.702719374862439,0.995,0.784,"12","NUDC"
"RBM31",0.723,0.346461968465082,0.446,0.662547481302872,0.995,0.847,"12","RBM3"
"BCLAF1",0.723,0.319668676643672,0.446,0.7402408288697,0.975,0.688,"12","BCLAF1"
"LBR",0.723,0.368927410002499,0.446,1.22589199356435,0.787,0.408,"12","LBR"
"CENPN",0.722,0.317571594633473,0.444,1.8463983066806,0.624,0.191,"12","CENPN"
"MRPL131",0.722,0.321534400517455,0.444,0.752032442041015,0.964,0.697,"12","MRPL13"
"PSMA2",0.722,0.289004537661646,0.444,0.521692652283511,1,0.91,"12","PSMA2"
"RUVBL2",0.721,0.339662088023386,0.442,0.95883474088378,0.888,0.551,"12","RUVBL2"
"USP14",0.721,0.322980591875592,0.442,0.928288726797386,0.904,0.544,"12","USP14"
"SRSF1",0.721,0.355349089763216,0.442,0.839939438167759,0.959,0.677,"12","SRSF1"
"MYH10",0.721,0.29530696663473,0.442,1.83633328221719,0.599,0.146,"12","MYH10"
"SUPT16H1",0.721,0.356450229650729,0.442,0.859194250093188,0.934,0.638,"12","SUPT16H"
"PRDX41",0.721,0.356681899132952,0.442,0.815240480475308,0.944,0.69,"12","PRDX4"
"SET",0.72,0.340712814282087,0.44,0.564273354916268,1,0.938,"12","SET"
"BAZ1B",0.72,0.346322018048288,0.44,0.983220526449294,0.888,0.525,"12","BAZ1B"
"PPIA2",0.72,0.252307097250734,0.44,0.38929833725031,1,0.984,"12","PPIA"
"GLO1",0.72,0.341533519027567,0.44,0.804060164261695,0.964,0.688,"12","GLO1"
"SNRNP40",0.72,0.318769079714867,0.44,0.803918745791587,0.949,0.641,"12","SNRNP40"
"PDIA3",0.719,0.338192254784144,0.438,0.629694989960734,0.995,0.861,"12","PDIA3"
"KIF4A",0.719,0.311237486454486,0.438,3.34464167123719,0.487,0.056,"12","KIF4A"
"ETF1",0.719,0.317803670183503,0.438,1.06458147605913,0.822,0.443,"12","ETF1"
"PPA21",0.719,0.317691306355188,0.438,0.751810632001926,0.964,0.692,"12","PPA2"
"GTPBP4",0.718,0.327505662103234,0.436,0.886689579406114,0.909,0.58,"12","GTPBP4"
"G3BP1",0.718,0.33639515997271,0.436,0.753923114838426,0.98,0.728,"12","G3BP1"
"TFRC",0.718,0.358581190516248,0.436,1.32973133661475,0.736,0.329,"12","TFRC"
"XPO1",0.718,0.318494242528621,0.436,0.936005034822612,0.868,0.523,"12","XPO1"
"HNRNPA1P481",0.717,0.377798337092218,0.434,0.9208981881722,0.893,0.625,"12","HNRNPA1P48"
"GSPT1",0.717,0.348095344244992,0.434,0.870446608708798,0.898,0.626,"12","GSPT1"
"SORD",0.717,0.310349794291393,0.434,1.40190744573563,0.701,0.28,"12","SORD"
"ELOC",0.717,0.333933650034162,0.434,0.728780432622666,0.964,0.748,"12","ELOC"
"TACC3",0.717,0.378922354640361,0.434,1.40132749698549,0.736,0.356,"12","TACC3"
"ENSA",0.717,0.316355933540288,0.434,0.65412958995127,0.98,0.816,"12","ENSA"
"PPP1R14A",0.716,0.371092586630805,0.432,1.77468898950748,0.614,0.186,"12","PPP1R14A"
"STXBP6",0.716,0.432519082182355,0.432,2.44589195023443,0.508,0.073,"12","STXBP6"
"GDI2",0.716,0.293017914855634,0.432,0.572703318615107,0.98,0.859,"12","GDI2"
"EPDR1",0.716,0.309548353962573,0.432,1.24245927702132,0.741,0.338,"12","EPDR1"
"PRPF40A1",0.716,0.30854124375963,0.432,0.659249403611279,0.99,0.762,"12","PRPF40A"
"VPS26A1",0.715,0.334535242217856,0.43,0.964549421113179,0.868,0.518,"12","VPS26A"
"TIMP3",0.714,0.319969451097642,0.428,1.49609996383588,0.624,0.187,"12","TIMP3"
"PSMC11",0.714,0.312266390116965,0.428,0.677170156810085,0.964,0.761,"12","PSMC1"
"CKAP2",0.714,0.409099930586153,0.428,1.30060734188198,0.761,0.417,"12","CKAP2"
"HACD12",0.714,0.326438172645872,0.428,0.789876935435498,0.934,0.638,"12","HACD1"
"PRMT1",0.713,0.320129082187445,0.426,0.63391495575086,1,0.813,"12","PRMT1"
"TIMM13",0.713,0.328419583327741,0.426,0.636976180972708,0.975,0.821,"12","TIMM13"
"ACLY",0.713,0.30618161105056,0.426,1.13563337562867,0.777,0.396,"12","ACLY"
"CASP31",0.713,0.350435027193272,0.426,1.15187608395447,0.761,0.391,"12","CASP3"
"ATP1B3",0.713,0.335711125754319,0.426,0.71252879100427,0.98,0.763,"12","ATP1B3"
"TARDBP",0.713,0.306296269223686,0.426,0.963289012433598,0.838,0.483,"12","TARDBP"
"PHGDH",0.712,0.358082297246706,0.424,1.1146646616975,0.807,0.417,"12","PHGDH"
"ALDOA1",0.711,0.315096376012502,0.422,0.73849860608996,0.929,0.685,"12","ALDOA"
"SLC25A3",0.711,0.262453718863089,0.422,0.44306917287388,0.995,0.947,"12","SLC25A3"
"PSMC3",0.711,0.327567493280711,0.422,0.747682236567015,0.954,0.69,"12","PSMC3"
"PAK1IP1",0.711,0.308389483932701,0.422,1.0043792117121,0.827,0.461,"12","PAK1IP1"
"CENPU1",0.711,0.302193141500514,0.422,1.12021056261483,0.756,0.323,"12","CENPU"
"DDX18",0.711,0.335625425549782,0.422,0.744770848413916,0.975,0.75,"12","DDX18"
"SON1",0.71,0.292846376805679,0.42,0.559259162846093,0.985,0.885,"12","SON"
"DCTPP11",0.71,0.342055696431069,0.42,0.771672999401063,0.959,0.651,"12","DCTPP1"
"EIF2S1",0.71,0.33937375015146,0.42,0.884673484547048,0.909,0.596,"12","EIF2S1"
"DHCR7",0.71,0.315995261553881,0.42,1.1784544588821,0.756,0.381,"12","DHCR7"
"NOP16",0.71,0.325119718064673,0.42,0.948156342147341,0.863,0.505,"12","NOP16"
"ABCE1",0.71,0.312593111164214,0.42,0.75582355339673,0.98,0.682,"12","ABCE1"
"GRPEL1",0.71,0.31324774996872,0.42,1.14826387149901,0.782,0.392,"12","GRPEL1"
"MRPL471",0.71,0.306219639233593,0.42,0.772519805934614,0.904,0.635,"12","MRPL47"
"MRPS15",0.71,0.34205341566672,0.42,0.887625918624046,0.914,0.608,"12","MRPS15"
"PSMD2",0.709,0.329118191656305,0.418,0.838257286975514,0.909,0.643,"12","PSMD2"
"TRMT10C",0.709,0.324447975445339,0.418,0.911502674240745,0.878,0.559,"12","TRMT10C"
"PKIG",0.708,0.31066090979336,0.416,1.07702779649884,0.751,0.341,"12","PKIG"
"NOP56",0.708,0.334153611980613,0.416,0.723299272072586,0.98,0.733,"12","NOP56"
"CYB5B",0.708,0.310080293547412,0.416,0.896889983756303,0.888,0.557,"12","CYB5B"
"TMPO",0.708,0.369446109547334,0.416,1.13219727410433,0.802,0.462,"12","TMPO"
"HMGN5",0.708,0.304428142581329,0.416,1.06409676532159,0.782,0.376,"12","HMGN5"
"RUVBL1",0.708,0.320256576643326,0.416,0.941595393290183,0.868,0.533,"12","RUVBL1"
"CCT3",0.708,0.315382478690553,0.416,0.605696846325482,0.98,0.846,"12","CCT3"
"SLC16A1",0.708,0.308741576608912,0.416,1.39129706974299,0.68,0.29,"12","SLC16A1"
"CSE1L",0.707,0.319649972629223,0.414,1.13698051490391,0.777,0.402,"12","CSE1L"
"VRK11",0.707,0.333106435396448,0.414,1.07673902600558,0.807,0.437,"12","VRK1"
"ATP5IF1",0.707,0.301960502968261,0.414,0.589318878341244,0.995,0.849,"12","ATP5IF1"
"H3F3B1",0.706,0.170525642332703,0.412,0.265181755641665,1,0.995,"12","H3F3B"
"YWHAE2",0.706,0.271352574233717,0.412,0.461862421352655,1,0.945,"12","YWHAE"
"DUT1",0.706,0.248451321106921,0.412,0.438868504683241,1,0.887,"12","DUT"
"POMP",0.706,0.280932881194559,0.412,0.499206284501332,1,0.904,"12","POMP"
"CKAP5",0.706,0.308246090062112,0.412,1.59439287091842,0.624,0.226,"12","CKAP5"
"SPDL1",0.706,0.361087658041593,0.412,1.94043900242738,0.569,0.189,"12","SPDL1"
"WDR43",0.706,0.338836288557058,0.412,0.877461858342626,0.909,0.6,"12","WDR43"
"CENPA",0.706,0.394695155859215,0.412,3.58118054533846,0.457,0.055,"12","CENPA"
"SGO2",0.705,0.405119493213439,0.41,1.94203332977573,0.584,0.216,"12","SGO2"
"ARF1",0.705,0.282636919627773,0.41,0.571056907506079,0.99,0.842,"12","ARF1"
"MRTO4",0.705,0.358013704774254,0.41,1.06714626438557,0.822,0.49,"12","MRTO4"
"MIS18A",0.704,0.287645169548123,0.408,1.35205024277996,0.68,0.283,"12","MIS18A"
"RNPS1",0.704,0.291938066969519,0.408,0.63081805227429,0.975,0.781,"12","RNPS1"
"DAD12",0.704,0.35310920561363,0.408,0.653985753635249,0.99,0.869,"12","DAD1"
"NAA50",0.704,0.307989587423015,0.408,0.924565373591381,0.878,0.517,"12","NAA50"
"DHCR24",0.704,0.298988758262079,0.408,1.41240072792914,0.665,0.28,"12","DHCR24"
"EWSR11",0.703,0.299117496271367,0.406,0.676196332815638,0.97,0.737,"12","EWSR1"
"ZMYND81",0.703,0.288084972567464,0.406,1.01165999212457,0.777,0.356,"12","ZMYND8"
"CEP55",0.703,0.306847802556592,0.406,2.94982646783991,0.472,0.077,"12","CEP55"
"AL157895.11",0.703,0.276305742247737,0.406,0.872951912992845,0.731,0.304,"12","AL157895.1"
"MCM71",0.703,0.323941104576817,0.406,0.841117034215262,0.888,0.467,"12","MCM7"
"ELOVL5",0.703,0.28843874843243,0.406,0.875399215064866,0.863,0.518,"12","ELOVL5"
"GAR1",0.703,0.331731863422316,0.406,0.941373322438966,0.868,0.543,"12","GAR1"
"MRPL12",0.702,0.331425435414769,0.404,0.77994055489076,0.944,0.651,"12","MRPL12"
"SCD",0.702,0.2947289380513,0.404,1.3518721643192,0.675,0.287,"12","SCD"
"TNPO1",0.702,0.283919541351695,0.404,0.995981743028326,0.797,0.421,"12","TNPO1"
"AL118516.1",0.701,0.270997091939924,0.402,2.11873090402154,0.508,0.105,"12","AL118516.1"
"MRPL4",0.701,0.323030836447293,0.402,0.846571725605637,0.904,0.592,"12","MRPL4"
"ACIN1",0.701,0.273750685304591,0.402,0.951593912734469,0.797,0.424,"12","ACIN1"
"CCAR11",0.701,0.287121933759189,0.402,0.797751075778505,0.878,0.539,"12","CCAR1"
"SPCS21",0.701,0.299329785569259,0.402,0.584802249393287,1,0.865,"12","SPCS2"
"AZIN1",0.701,0.24851646000799,0.402,0.945974829378548,0.792,0.387,"12","AZIN1"
"SSBP1",0.701,0.294355457504106,0.402,0.541188478670734,0.995,0.879,"12","SSBP1"
"PLEK",0.866,2.75023516786116,0.732,5.08892610258362,0.822,0.482,"13","PLEK"
"RGS18",0.858,1.71029654591156,0.716,3.78995158234251,0.811,0.353,"13","RGS18"
"ITGA2B3",0.856,1.73447339838626,0.712,4.3296741443462,0.775,0.218,"13","ITGA2B"
"MEF2C1",0.855,1.39617104864026,0.71,2.57422178735804,0.876,0.714,"13","MEF2C"
"CMTM5",0.838,1.8171976283029,0.676,6.10231561776444,0.698,0.061,"13","CMTM5"
"CD36",0.821,1.77211076869527,0.642,5.02175275560859,0.68,0.072,"13","CD36"
"CAVIN2",0.819,1.43364760845514,0.638,3.69475186672858,0.746,0.314,"13","CAVIN2"
"RAP1B2",0.813,1.32090375394853,0.626,2.30722719021723,0.84,0.853,"13","RAP1B"
"PDLIM13",0.805,1.31951503347664,0.61,2.61550148600955,0.781,0.579,"13","PDLIM1"
"LMNA2",0.804,1.36331770735901,0.608,3.59410778109903,0.71,0.235,"13","LMNA"
"TPM1",0.799,1.45970545732438,0.598,3.45251091747847,0.728,0.386,"13","TPM1"
"RAB27B",0.797,1.35354048032909,0.594,3.71956889619277,0.698,0.269,"13","RAB27B"
"LTBP1",0.795,1.14132096701961,0.59,6.9849542329416,0.598,0.015,"13","LTBP1"
"GATA12",0.793,1.12122386310256,0.586,3.39097871858251,0.68,0.163,"13","GATA1"
"GP9",0.793,1.33412768714568,0.586,6.64040100517225,0.604,0.038,"13","GP9"
"SLC44A1",0.792,1.28325531470458,0.584,3.41927034588712,0.698,0.31,"13","SLC44A1"
"ACTN1",0.791,1.43309195391211,0.582,3.65175994536607,0.704,0.35,"13","ACTN1"
"PF4",0.791,3.27238878980385,0.582,10.5221413069291,0.586,0.008,"13","PF4"
"LIMS1",0.791,1.28651605705674,0.582,2.3034634932189,0.811,0.806,"13","LIMS1"
"HERC2",0.785,1.1971059997588,0.57,2.84324864221482,0.74,0.467,"13","HERC2"
"FERMT3",0.779,1.05818223938878,0.558,2.17245286862974,0.775,0.661,"13","FERMT3"
"F2R",0.77,0.967252402430079,0.54,2.96209974971139,0.675,0.286,"13","F2R"
"TAGLN21",0.77,0.726925199682112,0.54,1.18010034835167,0.893,0.95,"13","TAGLN2"
"C2orf88",0.766,0.985134243255749,0.532,3.53729175075128,0.621,0.185,"13","C2orf88"
"STOM",0.765,1.14827829561227,0.53,2.6781446278254,0.722,0.487,"13","STOM"
"DAAM1",0.762,1.0922230643312,0.524,3.71286127123777,0.615,0.175,"13","DAAM1"
"CMAS",0.754,0.949057862696032,0.508,2.26846747592889,0.734,0.54,"13","CMAS"
"LAT",0.752,1.21182310529707,0.504,3.89274202644762,0.58,0.139,"13","LAT"
"PBX1",0.751,0.983369143476359,0.502,3.1808276661709,0.609,0.207,"13","PBX1"
"SNCA",0.749,1.01202141561267,0.498,2.131598627555,0.734,0.676,"13","SNCA"
"RSU1",0.748,0.957607144613886,0.496,2.22387588841598,0.728,0.566,"13","RSU1"
"MYL12A1",0.745,0.861972823767418,0.49,1.4268861596512,0.852,0.931,"13","MYL12A"
"PPBP",0.744,2.75706834446112,0.488,10.3928585123937,0.491,0.006,"13","PPBP"
"CYTOR",0.744,1.01227180899263,0.488,2.08810677859115,0.757,0.631,"13","CYTOR"
"CAPZA21",0.742,0.707914768942435,0.484,1.29423544647241,0.822,0.875,"13","CAPZA2"
"CD84",0.742,0.90638064694927,0.484,3.26726020461417,0.586,0.173,"13","CD84"
"ELF11",0.741,0.83871315465603,0.482,1.59864316369571,0.852,0.785,"13","ELF1"
"ARHGAP6",0.741,0.845337662405472,0.482,6.11985976247758,0.497,0.023,"13","ARHGAP6"
"VCL",0.737,0.863775314851397,0.474,2.77038338942512,0.627,0.289,"13","VCL"
"PSTPIP2",0.735,0.913621025182856,0.47,2.35375342411564,0.675,0.445,"13","PSTPIP2"
"MPIG6B",0.734,0.846253523916333,0.468,3.19599259565314,0.568,0.168,"13","MPIG6B"
"CCND3",0.733,0.978665755611805,0.466,2.38988450420778,0.686,0.47,"13","CCND3"
"MMRN1",0.733,0.931519820208538,0.466,2.93388118612699,0.609,0.268,"13","MMRN1"
"TMSB4X",0.729,1.68237912554689,0.458,2.46302656181959,0.917,0.998,"13","TMSB4X"
"ILK",0.726,0.846623763745503,0.452,2.18751940277305,0.675,0.473,"13","ILK"
"RUFY1",0.723,0.942974427123521,0.446,2.81344626389372,0.615,0.342,"13","RUFY1"
"FCGR2A",0.723,0.727787589326396,0.446,3.93235540797648,0.503,0.093,"13","FCGR2A"
"PRKAR2B",0.722,0.722332078108556,0.444,3.72361519162585,0.509,0.11,"13","PRKAR2B"
"CA2",0.721,1.0047481205922,0.442,4.89824001610484,0.467,0.035,"13","CA2"
"TLN1",0.72,0.797411842943172,0.44,1.66430171954897,0.74,0.714,"13","TLN1"
"CXCL3",0.718,1.23301312502274,0.436,4.06027241457779,0.503,0.098,"13","CXCL3"
"CLU1",0.717,1.01025312318895,0.434,2.09897366146416,0.71,0.505,"13","CLU"
"TTC27",0.717,0.690909753703936,0.434,2.96723704055705,0.538,0.187,"13","TTC27"
"HEXIM1",0.716,0.833095079134818,0.432,3.69673938277471,0.509,0.119,"13","HEXIM1"
"CITED2",0.716,1.29846903268488,0.432,2.75564679731457,0.704,0.541,"13","CITED2"
"NAA383",0.714,0.856088553913565,0.428,1.56437317823967,0.799,0.775,"13","NAA38"
"THBS1",0.714,0.800443669729665,0.428,5.0081449968189,0.45,0.029,"13","THBS1"
"FYB1",0.714,1.17648522187526,0.428,4.36044537874425,0.503,0.137,"13","FYB1"
"RTN4",0.711,0.776310127947551,0.422,1.41181082055531,0.805,0.879,"13","RTN4"
"GMPR",0.71,0.75398968227391,0.42,2.20298538775454,0.621,0.382,"13","GMPR"
"HEMGN",0.705,0.858854743112394,0.41,2.27867150785857,0.615,0.347,"13","HEMGN"
"MAX",0.701,0.882809020386172,0.402,1.9678055956815,0.716,0.629,"13","MAX"
"DAD13",0.701,0.685052442495958,0.402,1.22418319868782,0.811,0.875,"13","DAD1"
"ABCC43",0.701,0.744071577079101,0.402,2.3014850254166,0.586,0.289,"13","ABCC4"
"RPLP12",0.932,0.472696729890753,0.864,0.687527166334891,1,1,"14","RPLP1"
"RPL41",0.927,0.398236645854989,0.854,0.579572047487614,1,1,"14","RPL41"
"RPS22",0.894,0.534866612113092,0.788,0.780044362391371,1,0.999,"14","RPS2"
"RPS262",0.892,0.669474438331136,0.784,0.998492124828876,1,0.986,"14","RPS26"
"RPS122",0.883,0.427179939846035,0.766,0.623990982198745,1,1,"14","RPS12"
"RPS231",0.855,0.311003880034168,0.71,0.454922824189696,1,0.999,"14","RPS23"
"RPL282",0.85,0.363692608144707,0.7,0.534510298274349,1,1,"14","RPL28"
"RPS293",0.845,0.361382643082124,0.69,0.530269943861104,1,0.999,"14","RPS29"
"EIF5A",0.843,1.07572292260116,0.686,1.80105071106792,0.952,0.821,"14","EIF5A"
"RPL312",0.84,0.434848287395514,0.68,0.640446113688634,1,0.998,"14","RPL31"
"RPL302",0.836,0.426991330785155,0.672,0.633429565596105,1,0.998,"14","RPL30"
"RPS281",0.835,0.324254976981894,0.67,0.477725892693484,1,0.999,"14","RPS28"
"RPL132",0.834,0.340523679995357,0.668,0.496521849706491,1,1,"14","RPL13"
"RPS132",0.834,0.362319532486599,0.668,0.53469570973858,1,0.999,"14","RPS13"
"RPL321",0.833,0.295598104202323,0.666,0.432472909452138,1,1,"14","RPL32"
"RPL371",0.832,0.372359402459052,0.664,0.548744775126727,1,0.999,"14","RPL37"
"TPT12",0.831,0.573272463342232,0.662,0.839338080403653,1,0.999,"14","TPT1"
"RPL23A1",0.828,0.337389870549414,0.656,0.497646606016382,1,0.999,"14","RPL23A"
"RPL291",0.828,0.362790606485034,0.656,0.536895158184435,1,0.998,"14","RPL29"
"RPL37A1",0.826,0.313307609121144,0.652,0.459872949558759,1,1,"14","RPL37A"
"RPLP22",0.818,0.358138167306837,0.636,0.526489616419092,1,0.999,"14","RPLP2"
"HNRNPH1",0.815,0.90034746755635,0.63,1.62831967954495,0.946,0.745,"14","HNRNPH1"
"RPS183",0.814,0.278147352255458,0.628,0.404679441832132,1,1,"14","RPS18"
"RPL36",0.811,0.278037616104346,0.622,0.410130381958711,1,1,"14","RPL36"
"RPS15A1",0.81,0.295683921634959,0.62,0.433498940381104,1,0.999,"14","RPS15A"
"RPL36A2",0.801,0.349404015625769,0.602,0.519847424095619,0.994,0.996,"14","RPL36A"
"RPS141",0.8,0.287438104517035,0.6,0.420861218923811,1,0.999,"14","RPS14"
"RPS273",0.792,0.272564547471358,0.584,0.397743926847157,1,1,"14","RPS27"
"RPL122",0.783,0.323941971056051,0.566,0.477885328881549,1,0.998,"14","RPL12"
"SET1",0.781,0.708937073969719,0.562,1.14951851174147,0.988,0.939,"14","SET"
"RPL13A2",0.777,0.27095024364893,0.554,0.395822394338241,1,0.999,"14","RPL13A"
"EEF1B21",0.776,0.385949645528889,0.552,0.589057373872495,1,0.99,"14","EEF1B2"
"RPS211",0.774,0.33654029505424,0.548,0.501580533570843,1,0.998,"14","RPS21"
